*������� ���������� 	AM1[10]
39,2399999999999	0,0722699384054977
39,3599999999999	0,0723624790851005
39,4799999999999	0,0724550197646039
39,5999999999999	0,0725475604445265
39,7199999999999	0,0726401011238593
39,8399999999999	0,0727326418038246
39,9599999999999	0,0728251824835269
40,0799999999999	0,0729177231631439
40,1999999999999	0,0730102638431873
40,3199999999999	0,0731028045225557
40,4399999999999	0,0731953452029472
40,5599999999999	0,0732878858825359
40,6799999999999	0,0733804265625295
40,7999999999999	0,0734729672423668
40,9199999999999	0,0735655079226447
41,0399999999999	0,0736580486024536
41,1599999999999	0,0737505892828452
41,2799999999999	0,0738431299627251
41,3999999999999	0,0739356706429462
41,5199999999999	0,0740282113233164
41,6399999999999	0,0741207520037506
41,7599999999999	0,0742132926840426
41,8799999999999	0,0743058333640718
41,9999999999999	0,0743983740444847
42,1199999999999	0,0744909147248336
42,2399999999999	0,074583455404877
42,3599999999999	0,0746759960859364
42,4799999999999	0,0747685367665554
42,5999999999999	0,0748610774467906
42,7199999999999	0,0749536181274095
42,8399999999999	0,0750461588079716
42,9599999999999	0,0751386994889671
43,0799999999998	0,0752312401692876
43,1999999999998	0,0753237808503755
43,3199999999998	0,0754163215307742
43,4399999999998	0,0755088622118265
43,5599999999998	0,0756014028927297
43,6799999999998	0,0756939435736399
43,7999999999998	0,0757864842544151
43,9199999999998	0,0758790249352401
44,0399999999998	0,0759715656161788
44,1599999999998	0,0760641062971388
44,2799999999998	0,0761566469784469
44,3999999999998	0,0762491876599469
44,5199999999998	0,076341728340779
44,6399999999998	0,0764342690221298
44,7599999999998	0,0765268097035445
44,8799999999998	0,0766193503842842
44,9999999999998	0,0767118910650524
45,1199999999998	0,0768044317467655
45,2399999999998	0,0768969724285356
45,3599999999998	0,0769895131099005
45,4799999999998	0,0770820537913295
45,5999999999998	0,0771745944727798
45,7199999999998	0,0772671351541234
45,8399999999998	0,0773596758357087
45,9599999999998	0,0774522165171661
46,0799999999998	0,0775447571987442
46,1999999999998	0,0776372978809263
46,3199999999998	0,0777298385622629
46,4399999999998	0,0778223792442176
46,5599999999998	0,0779149199260516
