*¬ходное напр€жение 	AM1[3]
0,769309999999985	0,00017119937550625
0,769555999999985	0,000172046216696687
0,769801999999985	0,00017289551949881
0,770047999999985	0,000173747281668116
0,770293999999985	0,000174601500940572
0,770539999999985	0,000175458175032509
0,770785999999985	0,000176317301641872
0,771031999999985	0,000177178878446416
0,771277999999985	0,000178042903105859
0,771523999999984	0,00017890937326147
0,771769999999984	0,000179778286537213
0,772015999999984	0,000180649640538602
0,772261999999984	0,000181523432855231
0,772507999999984	0,000182399661057523
0,772753999999984	0,000183278322701604
0,772999999999984	0,000184159415326578
 
